person_id,eye_type,ear_value_left,ear_value_right,mode_eyes
1,Almond,0.443,0.278,Open,0.076,0.096
1,Almond,0.436,0.300,Open,0.076,0.096
1,Almond,0.430,0.345,Open,0.076,0.096
1,Almond,0.351,0.336,Open,0.076,0.096
1,Almond,0.343,0.399,Open,0.076,0.096
1,Almond,0.326,0.392,Open,0.076,0.096
1,Almond,0.437,0.325,Open,0.076,0.096
1,Almond,0.439,0.393,Open,0.076,0.096
1,Almond,0.450,0.317,Open,0.076,0.096
1,Almond,0.311,0.322,Open,0.076,0.096
1,Almond,0.307,0.302,Close,0.076,0.096
1,Almond,0.335,0.412,Open,0.076,0.096
1,Almond,0.313,0.414,Open,0.076,0.096
1,Almond,0.317,0.295,Close,0.076,0.096
1,Almond,0.321,0.291,Close,0.076,0.096
1,Almond,0.440,0.276,Open,0.076,0.096
1,Almond,0.320,0.268,Close,0.076,0.096
1,Almond,0.323,0.265,Close,0.076,0.096
1,Almond,0.316,0.316,Close,0.076,0.096
1,Almond,0.301,0.272,Close,0.076,0.096
1,Almond,0.306,0.329,Open,0.076,0.096
1,Almond,0.300,0.280,Close,0.076,0.096
1,Almond,0.349,0.271,Open,0.076,0.096
1,Almond,0.308,0.404,Open,0.076,0.096
1,Almond,0.296,0.274,Close,0.076,0.096
1,Almond,0.314,0.275,Close,0.076,0.096
1,Almond,0.299,0.273,Close,0.076,0.096
1,Almond,0.302,0.264,Close,0.076,0.096
1,Almond,0.412,0.410,Open,0.076,0.096
1,Almond,0.394,0.379,Open,0.076,0.096
1,Almond,0.398,0.385,Open,0.076,0.096
1,Almond,0.401,0.389,Open,0.076,0.096
1,Almond,0.416,0.400,Open,0.076,0.096
1,Almond,0.417,0.396,Open,0.076,0.096
1,Almond,0.406,0.387,Open,0.076,0.096
1,Almond,0.402,0.383,Open,0.076,0.096
1,Almond,0.418,0.403,Open,0.076,0.096
1,Almond,0.403,0.382,Open,0.076,0.096
1,Almond,0.400,0.384,Open,0.076,0.096
1,Almond,0.339,0.309,Close,0.076,0.096
1,Almond,0.333,0.286,Close,0.076,0.096
1,Almond,0.309,0.281,Close,0.076,0.096
1,Almond,0.304,0.330,Open,0.076,0.096
1,Almond,0.358,0.324,Open,0.076,0.096
1,Almond,0.348,0.350,Open,0.076,0.096
1,Almond,0.376,0.348,Open,0.076,0.096
1,Almond,0.370,0.365,Open,0.076,0.096
1,Almond,0.392,0.368,Open,0.076,0.096
1,Almond,0.355,0.328,Open,0.076,0.096
1,Almond,0.390,0.364,Open,0.076,0.096
1,Almond,0.387,0.361,Open,0.076,0.096
1,Almond,0.381,0.346,Open,0.076,0.096
1,Almond,0.366,0.351,Open,0.076,0.096
1,Almond,0.378,0.374,Open,0.076,0.096
1,Almond,0.411,0.363,Open,0.076,0.096
1,Almond,0.396,0.369,Open,0.076,0.096
1,Almond,0.393,0.358,Open,0.076,0.096
1,Almond,0.397,0.381,Open,0.076,0.096
1,Almond,0.423,0.359,Open,0.076,0.096
1,Almond,0.407,0.366,Open,0.076,0.096
1,Almond,0.424,0.409,Open,0.076,0.096
1,Almond,0.413,0.362,Open,0.076,0.096
1,Almond,0.441,0.288,Open,0.076,0.096
1,Almond,0.426,0.298,Open,0.076,0.096
1,Almond,0.434,0.287,Open,0.076,0.096
1,Almond,0.448,0.306,Open,0.076,0.096
1,Almond,0.399,0.294,Open,0.076,0.096
1,Almond,0.338,0.285,Close,0.076,0.096
1,Almond,0.336,0.360,Open,0.076,0.096
1,Almond,0.334,0.373,Open,0.076,0.096
1,Almond,0.329,0.391,Open,0.076,0.096
1,Almond,0.347,0.397,Open,0.076,0.096
1,Almond,0.328,0.376,Open,0.076,0.096
1,Almond,0.420,0.386,Open,0.076,0.096
1,Almond,0.421,0.388,Open,0.076,0.096
1,Almond,0.405,0.378,Open,0.076,0.096
1,Almond,0.414,0.341,Open,0.076,0.096
1,Almond,0.409,0.353,Open,0.076,0.096
1,Almond,0.419,0.304,Open,0.076,0.096
1,Almond,0.410,0.307,Open,0.076,0.096
1,Almond,0.404,0.293,Open,0.076,0.096
1,Almond,0.415,0.299,Open,0.076,0.096
1,Almond,0.375,0.323,Open,0.076,0.096
1,Almond,0.380,0.327,Open,0.076,0.096
1,Almond,0.340,0.333,Open,0.076,0.096
1,Almond,0.345,0.339,Open,0.076,0.096
1,Almond,0.342,0.354,Open,0.076,0.096
1,Almond,0.324,0.380,Open,0.076,0.096
1,Almond,0.362,0.372,Open,0.076,0.096
1,Almond,0.364,0.370,Open,0.076,0.096
1,Almond,0.374,0.371,Open,0.076,0.096
1,Almond,0.386,0.377,Open,0.076,0.096
1,Almond,0.388,0.343,Open,0.076,0.096
1,Almond,0.383,0.277,Open,0.076,0.096
1,Almond,0.327,0.301,Close,0.076,0.096
1,Almond,0.341,0.290,Open,0.076,0.096
1,Almond,0.330,0.357,Open,0.076,0.096
1,Almond,0.368,0.352,Open,0.076,0.096
1,Almond,0.408,0.289,Open,0.076,0.096
1,Almond,0.332,0.261,Close,0.076,0.096
1,Almond,0.310,0.270,Close,0.076,0.096
1,Almond,0.318,0.283,Close,0.076,0.096
1,Almond,0.337,0.311,Close,0.076,0.096
1,Almond,0.354,0.319,Open,0.076,0.096
1,Almond,0.360,0.356,Open,0.076,0.096
1,Almond,0.395,0.331,Open,0.076,0.096
1,Almond,0.384,0.338,Open,0.076,0.096
1,Almond,0.361,0.406,Open,0.076,0.096
1,Almond,0.389,0.423,Open,0.076,0.096
1,Almond,0.391,0.476,Open,0.076,0.096
1,Almond,0.382,0.469,Open,0.076,0.096
1,Almond,0.373,0.401,Open,0.076,0.096
1,Almond,0.431,0.420,Open,0.076,0.096
1,Almond,0.427,0.421,Open,0.076,0.096
1,Almond,0.363,0.334,Open,0.076,0.096
1,Almond,0.365,0.367,Open,0.076,0.096
1,Almond,0.371,0.390,Open,0.076,0.096
1,Almond,0.438,0.375,Open,0.076,0.096
1,Almond,0.429,0.398,Open,0.076,0.096
1,Almond,0.428,0.402,Open,0.076,0.096
1,Almond,0.449,0.313,Open,0.076,0.096
1,Almond,0.453,0.337,Open,0.076,0.096
1,Almond,0.432,0.342,Open,0.076,0.096
1,Almond,0.435,0.395,Open,0.076,0.096
1,Almond,0.346,0.296,Open,0.076,0.096
1,Almond,0.353,0.297,Open,0.076,0.096
1,Almond,0.359,0.312,Open,0.076,0.096
1,Almond,0.344,0.347,Open,0.076,0.096
1,Almond,0.322,0.355,Open,0.076,0.096
1,Almond,0.367,0.284,Open,0.076,0.096
1,Almond,0.422,0.282,Open,0.076,0.096
1,Almond,0.350,0.321,Open,0.076,0.096
1,Almond,0.369,0.335,Open,0.076,0.096
1,Almond,0.379,0.326,Open,0.076,0.096
1,Almond,0.385,0.349,Open,0.076,0.096
1,Almond,0.331,0.394,Open,0.076,0.096
1,Almond,0.319,0.320,Open,0.076,0.096
1,Almond,0.315,0.308,Close,0.076,0.096
1,Almond,0.377,0.303,Open,0.076,0.096
1,Almond,0.352,0.344,Open,0.076,0.096
1,Almond,0.357,0.310,Open,0.076,0.096
1,Almond,0.325,0.340,Open,0.076,0.096
1,Almond,0.312,0.279,Close,0.076,0.096
1,Almond,0.372,0.332,Open,0.076,0.096
1,Almond,0.425,0.305,Open,0.076,0.096
1,Almond,0.442,0.314,Open,0.076,0.096
1,Almond,0.433,0.292,Open,0.076,0.096
1,Almond,0.443,0.278,Open,0.076,0.096
1,Almond,0.436,0.300,Open,0.076,0.096
1,Almond,0.430,0.345,Open,0.076,0.096
1,Almond,0.351,0.336,Open,0.076,0.096
1,Almond,0.343,0.399,Open,0.076,0.096
1,Almond,0.326,0.392,Open,0.076,0.096
1,Almond,0.437,0.325,Open,0.076,0.096
1,Almond,0.439,0.393,Open,0.076,0.096
1,Almond,0.450,0.317,Open,0.076,0.096
1,Almond,0.311,0.322,Open,0.076,0.096
1,Almond,0.307,0.302,Close,0.076,0.096
1,Almond,0.335,0.412,Open,0.076,0.096
1,Almond,0.313,0.414,Open,0.076,0.096
1,Almond,0.317,0.295,Close,0.076,0.096
1,Almond,0.321,0.291,Close,0.076,0.096
1,Almond,0.440,0.276,Open,0.076,0.096
1,Almond,0.320,0.268,Close,0.076,0.096
1,Almond,0.323,0.265,Close,0.076,0.096
1,Almond,0.316,0.316,Close,0.076,0.096
1,Almond,0.301,0.272,Close,0.076,0.096
1,Almond,0.306,0.329,Open,0.076,0.096
1,Almond,0.300,0.280,Close,0.076,0.096
1,Almond,0.349,0.271,Open,0.076,0.096
1,Almond,0.308,0.404,Open,0.076,0.096
1,Almond,0.296,0.274,Close,0.076,0.096
1,Almond,0.314,0.275,Close,0.076,0.096
1,Almond,0.299,0.273,Close,0.076,0.096
1,Almond,0.302,0.264,Close,0.076,0.096
